language,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
FR,-14.26729725029688,-14.487933841173302,38.162587815506626,18.62272920175373,11.902687535675529,0.32757697937445956,-7.085009468197179,-13.493741495720272,11.088156455765091,-17.859806267978936,1.5268079722109202,-2.4451742938740546
FR,2.389557711947651,2.5076187266486922,25.25939561078484,2.924944880132491,2.404404836603231,-19.841774851328132,-5.8584960348010116,-5.107161775534406,19.946250162921736,-12.499003883142821,-8.22522091081721,-16.297497333148005
FR,-1.6669932825025977,3.473244996363175,28.67217841146093,9.633882161354494,13.325155986464274,-5.583485268696462,1.3152469521192514,-7.677484257819066,11.013557623204802,-22.02868158957657,-2.352704050663403,-10.214295462232629
FR,2.9494731448698297,-8.006600970105229,6.65814205830718,0.8389385763868807,9.570043785642715,-6.962932946919256,-11.471761139616257,-7.082462633896258,9.41264031994587,-22.498253086468857,11.358504075323728,14.0808890313485
FR,-3.547650408782478,-19.82605537289124,33.82961925019844,28.78816513964638,21.089965699323876,-7.526661779814936,-11.468577087241943,-15.810902166556456,17.29864937999313,-16.22830469883295,-6.646464164851166,-5.3664391783033745
FR,2.5684955817515753,5.5054037597492105,16.962999561575643,1.416879078873638,19.191973626657862,-7.451336868069218,-1.3877423571844156,-11.789215696231182,0.49116566951273305,-21.361876167075422,1.4839345574684855,-6.482326026284319
FR,-2.78940261614826,-7.938326447824647,33.52366015164325,3.7365969620998833,10.680464044328563,-6.753479284570677,3.155108371090849,-8.64847802791126,0.15301914199546018,-26.596459600762884,6.649362638742091,-6.275445079317445
FR,-1.2461914086082706,10.449166907731302,27.698453105449666,4.105365173884254,10.81464881665922,-6.142083542525611,-0.9384374935601656,-7.239507078562516,10.377220873113044,-12.773173659007279,-1.8952499904592626,-10.432174837846024
FR,-2.708228385589419,-3.372201742483109,34.29869667485538,9.9561244474738,15.318292999777556,-4.8485527562526025,-9.489970016840074,-20.048859401995266,9.857896376210201,-13.884299111899631,3.8968113735534256,-3.4946090373069776
FR,1.6182934441634487,-3.7707758674190277,23.466034584595103,0.8785035165030431,11.14402754427393,-2.4151563661235063,2.494629553437551,-17.05157597200658,0.28844310640805354,-28.972953278014916,14.294667228097216,-2.0431320215782374
FR,1.3539700201135711,1.217126911272496,24.643768227209037,13.562858262294359,19.173280701655727,-8.58162658015009,-3.3007426792816688,-16.756742843236154,11.959197355239894,-18.128903603231553,3.4256124611756364,-10.99073373928025
FR,-8.188200899113381,-12.906963761625121,21.805790267925254,-11.111589274730324,8.025902883894904,0.20031331462756574,4.404488796557432,-8.763603579390441,11.960393519703263,-18.851489064483875,17.549460828023477,7.0206465066599195
FR,-4.079918973283789,-1.2577248035195696,21.77957984056417,-6.890415288261994,5.979838228015177,-9.117793994416505,13.427989703287727,-8.223946572966742,9.45341916715386,-20.642080637837527,-5.5437853276649145,-12.298795931624289
FR,-16.780867995704092,-12.589234593899544,39.000156526074335,17.018200434132275,1.0501698870441083,4.350504032531877,16.905343625508703,-26.633788410356367,3.3807631368281736,-6.41044667032472,-0.11580521900143709,-11.067955168975441
FR,-4.312116831164649,-6.197885924964489,22.35851830314844,14.306198790833225,25.35088871945125,-4.470229256772296,-6.605378150034451,-17.4215281236713,9.129192716057215,-14.681795121846584,7.442758673801705,-6.473689277054088
FR,8.928687328252417,3.5035743253807734,11.587913132839425,7.411249748757914,28.685069478838578,-6.849735352751086,-6.971149391874485,-18.224811957244007,-0.5147344091689878,-23.15982602842048,6.646008178219099,1.1409675563358872
FR,1.8386688761510441,6.043932812662334,28.92517046866733,1.440142528956361,5.510800198915494,-6.792223090242433,2.962033660978909,-12.860860765055351,16.87891948133912,-15.924934467099476,0.5749615595241028,-8.454852562167469
FR,-4.768362648480683,-16.18354150711482,26.850332686154218,5.9406240843812865,12.57259562407758,8.903308626112665,10.571247598773008,-23.422242018151543,-0.8026161438646947,-7.565245277553592,9.200357638598181,-8.376280757268711
FR,6.979160101897592,-9.270515988124398,13.808871949970497,-1.9945642999486723,-0.10920890013870574,-21.001936294295916,3.7275315414703156,-2.7973862172038078,17.64685117502864,-21.131734911885612,5.745045816794983,8.896758834941622
FR,-1.9432831160823942,0.6579175823195434,25.54722969805612,13.659676350060538,24.85437376470209,-4.767286392497238,-4.449112625749406,-19.941083610224144,10.411670637238014,-18.016163159694937,5.2269772286491305,-8.288527937203066
FR,1.7406718652101918,4.798836266336347,26.249659088047384,7.5471402500536815,14.557373891835558,3.7264964788144654,-3.55501712910036,-11.470179867480645,17.809535394505517,-19.3735196235508,-1.666801485325842,-9.078941814919542
FR,-17.638237712371186,-16.398561738307706,34.78629603226291,7.480720543332542,3.5384567718922533,5.664352798741069,8.991318027093543,-31.668035341593196,1.1800146892480048,-3.395540028105266,2.327878486703221,-12.035687914937116
FR,-3.0000385192297583,5.343533493650909,28.45574658584357,8.998935257712768,14.508437950359234,2.3318766858761695,0.3452326452703194,-11.512817113032362,9.853363596360392,-14.859897277088184,-1.274045538208386,-9.99366369255933
FR,-3.04594546619408,-18.527791338165994,13.749094622848846,3.6767526816731935,17.128854591932985,-2.973981939014094,-0.14393726110556762,-24.50015211762312,5.0843851190305935,-15.520736601329226,6.3639831116947105,10.87231042741086
FR,4.487112708858258,-16.43628454911303,13.995515230190456,6.620578476158596,23.58391039533471,-25.14283116264742,-13.436380047866662,-7.71631088131195,-12.278397940938206,-20.431377695899265,23.609348302532275,-8.621606851974002
FR,11.646594994675452,-13.778887366543414,-4.178928741016321,-8.491824929135507,5.843374736191849,-27.23723905980011,-3.3656744877146085,-0.8988748113260466,-6.880662179999296,-17.530375449210943,7.7191306984414245,-18.1811701863912
FR,15.551133082229649,-6.74597336858866,0.23406902446843547,2.979670315872355,33.520921840122504,-5.597688919687354,-5.2504550368762635,-7.389860947736889,-17.539806492744905,-19.439870172187977,0.44100817276703413,-6.728145834571819
FR,17.207049736563885,-24.10980922241899,5.936974387086893,19.013115993550908,22.368080573788088,-33.598120911190854,-17.21959156023765,-20.078882355094994,-13.798299997245342,-19.57087697769598,16.182954054523247,-1.9973606273530147
FR,28.060748680733457,6.301429224062996,-20.77039796381019,-39.03418772515549,14.984513177064084,-13.761276073708347,-6.195132459994022,-10.595549793168672,1.3793817908533748,8.290597287964582,-2.572698708532694,-8.266927926444176
FR,15.974872267595272,-6.628874453279102,8.938283277308118,-1.6198149820613783,14.338263850194618,-27.390522129662642,-20.490915737643515,-9.495492954727247,-16.061556080930163,-21.127440756062846,8.494694829468829,0.8281270046381625
FR,12.176791643149455,-14.179485303092536,3.6254492773486526,-9.326046562294605,-10.454032909757256,-35.64002394535819,4.7692998814030245,0.256658618230161,-2.1350186208924575,-30.9861769027859,-1.217620819678754,3.9805579116119256
FR,17.37857664064508,-2.848144257876983,-2.6295688305095988,-20.50082642773178,7.589288243053542,-25.23943856106445,-10.037724496710295,3.666800297645017,12.130609441652503,-16.227804384811872,-5.213953523022044,-4.699596079365638
FR,16.51286122440103,-6.27910513496969,-4.37237953942188,-23.618233142762627,17.54540332818173,-21.062093231883892,-5.785528778776488,-5.881528494537426,7.2114997148309286,-12.775911577725266,2.1013198660086205,-1.4523849938221056
FR,23.523054463267957,0.41557040439666,-12.371940564002408,-35.41001231197994,6.716810731712197,-6.461931225597059,-3.942557802016982,-13.361210396274815,2.974511236889332,-4.371646380238061,1.1240807533908386,0.4611352707861594
FR,6.949618221142518,-12.557312090340254,9.564422514345457,0.5288016260239565,9.934839378558536,-20.741596964089183,-1.7625580245004429,-2.2873507161650473,-9.202774274137825,-34.284589914880044,6.402942427326979,-6.707753874494645
FR,19.393402897540955,-11.605470992118905,-12.382287267428238,-14.499520731724827,29.731492103510295,-18.247973194740858,-14.19250369089362,-14.709428212722104,-14.247074668071606,-12.927269471575313,1.0102279983747597,-0.4746763134160892
FR,17.82177437715684,-18.2395151341293,-16.127806336533787,-13.49306993820341,6.458007603431128,-27.45697626138817,11.891166673690718,-8.389273035203201,-3.1473736165525708,-5.2690039681511385,11.25940037634104,4.49920981237445
FR,17.232915683241888,-16.768278497247614,-11.59506930536194,-10.609547048981726,15.115830577401747,-21.13276136902322,-9.281432845937706,-8.990881636452533,3.5321991359007954,5.2819778286451955,7.241338117210054,10.87335679092937
FR,20.040730496457257,-7.118197169195224,-3.5516285718749967,8.84678354736404,27.21775603954978,-32.976517701309504,-3.955157820012732,-7.540270045994266,-14.6592795177624,-24.272588007402227,5.6731032560139605,-8.954523653765989
FR,13.797496315130745,-14.286649954209791,2.7597869151389216,1.2170672887938438,16.14951667515141,-33.06605958792639,-0.7507768002790378,-8.53082234875069,-6.277116245005194,-26.965499702886305,8.221287014647693,-8.422303547352085
FR,24.189413796685766,-3.2865681542834757,-18.03900329997146,-18.532525921771946,23.603025194205834,-38.58645352947234,-18.49788136267676,3.5168915374114724,-0.7892229492666368,0.6752803334326681,0.24771858154351234,-4.88593236744783
FR,-6.8275270329533235,-12.179467505890592,2.190045759535907,-28.421864558894228,4.432371295133241,-10.562549645639072,-0.6278255030257227,-0.3140239329645817,12.764554102760185,-12.01365583793603,5.227022200366669,0.7571550888297771
